User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
14101224,male,32,190,89,15,98,40.3,76
11068822,female,39,174,71,2,88,38.3,8
18145797,male,45,180,80,7,77,39.6,16
11334345,female,76,153,55,14,93,40.0,79
10705266,male,56,158,64,27,109,40.6,198
12573396,female,32,159,60,25,107,40.9,158
13982325,male,52,182,84,12,87,40.0,51
15665148,male,70,179,88,4,79,38.8,16
18664101,male,65,174,81,21,103,40.6,152
15005212,male,54,176,80,20,95,39.7,110
16270792,male,21,173,78,28,108,40.7,163
19373048,male,20,189,90,27,98,40.7,122
12439651,male,22,184,87,27,103,40.8,143
15943726,male,31,174,72,18,99,40.3,87
17548848,female,29,166,61,4,89,39.2,17
17030954,male,44,184,89,14,96,40.2,75
19194825,female,60,142,52,3,82,38.5,13
17146058,female,28,158,55,19,101,40.5,108
11743129,male,71,193,97,8,88,39.4,45
11277029,female,59,166,68,14,89,40.3,66
18586925,female,30,161,61,26,116,40.8,188
15239512,male,20,173,74,25,100,40.6,112
13506287,male,23,187,78,11,87,39.7,30
17613434,female,25,157,58,24,100,40.5,131
18288565,female,23,151,48,29,110,40.9,192
17555415,female,72,186,84,13,93,40.0,67
15392114,male,49,171,71,11,98,40.2,61
15484362,female,46,162,68,5,92,38.8,24
14684977,male,27,171,73,17,102,40.2,87
18202711,female,50,174,76,25,104,40.6,152
15461321,male,28,181,87,18,91,40.6,68
19000492,male,48,192,94,6,85,39.1,24
15951389,male,39,175,79,22,99,40.5,118
15451811,female,61,159,59,10,82,39.9,42
16256574,female,45,156,57,27,104,40.6,169
13800453,female,22,170,69,26,100,41.0,137
13236637,female,62,160,59,5,82,39.1,21
10601792,male,24,192,86,27,106,40.5,157
17898820,female,48,147,54,14,101,40.1,84
16147612,female,27,160,58,22,104,40.4,130
16791435,female,43,169,66,5,91,39.1,24
17282153,female,52,172,70,25,111,40.8,174
15636021,female,20,170,66,18,99,40.1,93
12422614,male,20,194,97,20,96,40.4,87
12540483,male,25,179,76,30,105,40.8,165
18144954,male,42,184,89,24,105,40.5,159
15594158,male,67,181,85,2,76,37.9,7
12129875,male,62,189,98,26,109,41.0,218
16154475,male,20,206,105,11,94,40.0,47
18345978,female,55,162,64,28,111,40.7,198
10878569,male,52,199,94,15,99,39.9,94
13845773,male,34,170,80,9,95,39.9,41
17657377,male,33,183,88,9,89,39.7,34
14710699,male,37,172,77,22,105,40.5,134
17495811,female,74,158,58,15,88,39.8,76
14432086,male,38,177,76,4,86,39.1,13
19955527,female,56,161,58,12,93,40.2,63
15263761,female,34,147,52,27,113,40.7,191
19161622,female,76,186,89,11,98,40.0,63
15792811,male,33,193,91,13,89,40.3,50
18537703,female,33,156,60,14,88,40.2,60
11965048,female,30,181,77,29,113,40.8,194
18434591,male,38,179,84,23,102,40.8,135
17503728,male,64,188,96,13,92,39.6,76
13007046,male,46,178,77,13,90,40.1,56
13618957,female,29,169,70,16,99,40.2,84
13134870,female,40,170,70,29,109,41.1,189
17054684,male,28,191,87,6,82,39.3,15
18042850,female,31,173,73,3,81,38.4,10
11665512,female,71,154,61,25,111,40.6,185
19057360,male,24,171,75,17,101,40.2,82
13049157,female,24,175,72,15,90,40.3,63
16599246,female,21,172,64,15,94,40.1,70
19583303,female,24,171,64,13,89,39.8,54
19358124,male,29,192,97,10,84,39.5,30
19352221,male,34,189,90,15,92,40.3,64
19149142,male,23,182,82,23,109,40.7,141
18818959,male,34,194,96,19,101,40.5,110
16916571,female,31,161,62,9,93,39.4,43
15126790,male,42,175,78,25,111,40.9,182
10111843,female,47,173,74,10,97,39.8,53
15105311,female,25,185,79,27,90,40.7,111
10212268,male,68,188,90,10,85,40.1,49
12064257,female,59,156,60,26,102,40.8,162
16789794,male,53,183,81,20,107,40.7,145
17577805,female,43,156,58,6,87,39.1,26
18749482,male,23,191,88,10,91,39.7,36
11138587,male,28,194,99,23,95,40.6,107
14089975,male,38,180,87,15,90,40.2,62
14540325,female,35,169,67,13,96,40.1,66
10643480,female,31,168,67,13,95,40.0,64
14474781,male,60,200,107,21,98,40.4,143
17862455,male,56,185,85,19,95,40.4,108
18998025,male,22,173,74,20,98,40.4,85
16283406,male,42,193,96,10,82,39.4,33
11541965,female,34,168,69,16,96,40.3,81
19515118,male,30,187,85,13,94,40.5,56
14301563,male,42,163,63,9,89,39.6,33
12309707,male,24,179,82,28,104,40.4,152
18664301,male,52,192,99,7,88,39.6,33
17608506,male,72,164,72,9,83,40.1,39
15190552,female,61,171,72,6,80,39.2,23
11723141,male,31,182,85,3,85,38.4,9
16893999,male,29,195,96,19,95,40.3,88
19789364,female,78,153,54,13,84,40.3,62
14544067,male,69,188,85,14,106,40.0,112
15205594,male,73,170,78,25,101,41.4,182
13029586,female,23,146,45,18,96,40.2,93
16180811,female,20,149,52,16,91,40.4,72
14503100,female,22,146,50,7,79,39.7,23
17909757,female,43,166,66,12,89,40.1,54
12768402,male,30,178,84,8,80,39.5,17
16092974,male,69,183,91,21,92,40.3,126
17209778,female,46,154,55,16,90,40.5,77
13528412,male,32,183,83,29,104,41.0,170
14104791,male,28,182,76,13,91,40.1,46
17795018,male,60,173,73,22,108,40.8,167
19874249,male,43,182,89,24,108,40.6,171
10575724,female,28,143,52,6,83,39.2,23
18585200,female,45,158,56,11,87,39.7,49
15539631,male,40,183,90,5,80,39.0,14
14437274,female,29,176,72,13,95,40.2,62
14359376,male,25,179,76,11,90,40.3,36
12384672,male,69,200,98,17,96,39.9,115
12361588,male,44,194,92,24,98,40.8,137
14895253,female,47,153,57,3,84,38.9,12
17084191,female,45,166,63,8,80,39.6,29
17280545,female,20,175,69,22,98,40.5,110
15697185,male,25,174,79,12,97,40.3,52
18216103,male,33,194,100,6,92,39.4,27
16038706,female,20,143,48,27,107,40.6,169
18923068,female,46,162,58,24,106,40.4,155
12910612,female,60,174,68,18,97,40.1,101
11311166,female,48,168,73,28,99,40.6,155
13325992,female,63,176,73,20,96,40.9,110
11343523,female,29,169,71,1,84,38.0,4
13769697,female,28,150,51,18,99,40.5,99
16347418,male,23,189,91,23,107,40.8,139
10596330,female,25,172,71,15,103,40.1,84
17665318,male,29,180,82,14,86,40.2,42
17965001,male,23,172,78,20,97,40.3,85
12325020,male,22,174,76,15,93,40.6,53
11629858,female,46,170,72,15,99,40.2,83
16346057,male,21,180,77,14,92,40.2,47
11640778,male,76,172,74,10,94,40.1,63
13535958,male,29,188,89,19,95,40.8,85
19576971,female,31,174,67,9,93,39.5,42
12707037,female,59,168,67,5,91,39.6,25
16260005,male,38,193,91,21,102,40.6,126
13995114,male,41,187,91,25,103,40.7,158
16158031,female,26,146,46,16,99,40.4,89
18857409,female,59,157,57,26,101,40.6,161
16798195,male,63,188,95,24,105,40.6,186
13917362,female,45,151,48,28,111,40.7,200
18360308,male,33,188,95,27,103,40.7,162
14941357,male,38,199,102,17,92,40.4,81
15139334,male,79,199,106,28,104,41.2,241
16956970,female,39,168,64,6,80,39.5,21
11764562,male,34,186,86,7,93,39.5,30
11494472,male,24,194,95,7,84,39.4,19
16809832,male,20,180,84,27,107,40.3,155
12470878,male,59,177,85,17,91,40.3,89
13215682,male,32,190,91,24,117,40.4,192
12734223,male,55,193,98,24,112,40.8,204
17663119,male,44,178,74,26,112,40.3,193
16994476,male,76,190,95,22,104,40.4,181
10771859,male,34,194,91,21,98,40.3,109
13079051,male,75,199,103,28,123,40.5,314
12455822,male,20,189,86,11,91,40.1,37
13167830,female,30,161,57,16,95,40.2,80
19989289,female,54,156,60,24,102,40.5,148
17667558,female,55,161,64,29,104,40.3,184
15600880,male,46,185,94,9,87,40.1,38
17267702,female,29,164,60,19,96,40.5,96
16953173,male,72,178,79,19,108,40.1,158
15096517,female,42,164,63,4,88,38.6,18
14601329,female,65,169,71,17,96,40.3,95
10617898,male,20,178,81,20,98,40.5,86
15987356,female,34,179,74,25,101,40.9,138
14252561,male,26,187,89,22,103,40.7,122
15034953,female,35,160,61,11,98,40.3,59
12151296,male,37,168,68,25,97,41.1,118
18456888,male,22,185,90,4,93,39.0,15
10069648,male,37,196,91,28,110,41.0,201
13344902,female,60,163,60,11,91,39.7,56
11135576,male,37,178,81,4,81,38.8,10
17272227,male,28,191,89,22,106,40.3,134
11813603,female,61,154,55,14,95,40.2,78
16782689,male,50,185,93,26,100,40.5,165
14447578,female,31,161,60,2,82,38.3,7
12132600,male,43,201,104,28,103,40.7,187
16106250,female,31,160,60,12,95,40.2,60
13581842,male,37,194,91,4,84,38.7,13
11297752,female,40,172,59,8,83,39.3,31
11193508,male,48,195,97,3,81,38.7,10
18456098,male,73,213,113,12,103,39.9,100
17219796,female,29,165,64,8,97,39.9,41
16026137,male,51,192,96,2,77,37.8,6
16357462,male,20,166,73,6,94,39.1,21
19885025,female,49,163,62,30,100,41.2,175
10324436,male,46,197,99,5,85,38.6,20
14232520,male,27,169,69,16,102,40.2,80
18327329,male,42,191,89,26,98,40.3,144
18704946,female,31,156,57,26,104,40.6,156
16894712,female,33,167,65,16,92,40.1,74
11163519,male,67,180,88,13,96,40.0,84
14132234,male,45,182,88,15,102,40.2,94
13266243,female,26,167,68,28,104,40.9,161
17718288,male,27,187,85,17,92,40.4,65
19101719,male,76,195,95,5,82,39.2,25
19713210,male,58,198,96,12,92,39.7,67
10626203,female,54,165,66,12,86,40.1,52
16013121,female,79,160,62,18,97,40.2,109
17643484,male,76,184,87,10,93,39.8,64
18129466,male,56,175,78,29,110,40.8,226
16233622,male,52,193,96,29,108,40.9,223
17161939,female,48,167,68,18,98,40.3,99
11580893,male,43,185,91,16,97,40.5,88
12458777,female,25,159,59,8,92,40.0,37
15210901,male,29,203,106,20,99,40.5,109
15694837,male,48,185,88,15,103,40.0,99
19238785,male,35,202,105,5,81,39.3,15
17531064,male,61,181,87,25,112,40.7,213
13529829,female,72,166,68,3,76,38.2,11
13502848,female,21,173,64,7,83,39.6,24
15755174,female,32,172,65,7,83,39.6,26
19215468,female,50,167,62,10,86,39.6,43
16953277,female,22,157,59,27,113,40.9,183
11186784,male,25,184,77,10,83,39.7,22
12576313,female,22,179,67,8,77,39.5,23
11478186,male,49,166,72,11,83,39.7,36
14619847,female,49,178,71,12,98,39.9,66
10328565,male,54,181,85,9,85,39.7,37
19346023,female,25,175,72,10,83,39.3,34
14699061,female,52,160,58,18,94,40.3,95
13731250,male,34,184,79,10,88,39.9,34
19113986,male,47,179,79,6,74,39.3,12
19778669,female,27,184,72,22,98,41.0,112
16802167,male,37,172,74,9,94,39.3,39
17240909,female,45,156,56,25,105,40.7,159
13755135,female,58,154,61,22,103,40.5,139
16399259,female,28,169,64,13,94,39.8,62
15571517,male,52,187,95,10,89,39.8,48
12076075,female,55,159,59,7,86,39.1,31
11731299,female,54,179,72,28,110,40.9,192
11318890,female,68,175,69,8,97,40.1,46
18233928,female,29,146,47,12,94,39.9,60
16079391,male,25,204,98,22,108,40.4,142
11371337,male,44,165,70,5,97,39.2,25
13586767,female,37,166,61,25,103,40.7,149
10637622,female,57,154,57,19,88,40.5,90
17843570,female,41,160,58,21,103,40.7,127
15356014,female,26,159,55,26,104,41.0,155
13503519,male,20,183,86,21,103,40.7,109
15744005,female,26,163,62,15,97,40.2,77
19557593,female,32,176,67,7,93,39.5,33
13992094,male,41,178,81,13,87,40.0,48
10146286,female,33,163,63,27,102,40.6,155
14509148,female,33,166,65,4,84,38.6,15
19686449,male,20,188,84,27,104,41.0,143
13392400,male,52,178,85,10,99,39.9,61
11414626,male,30,182,86,25,94,41.0,108
16352081,male,56,170,78,15,99,40.1,92
13291915,male,33,180,80,27,121,40.9,227
19922090,male,37,191,90,9,95,39.4,44
19803133,male,25,180,85,23,105,41.0,131
12468896,female,32,165,63,10,95,40.3,50
15228349,female,72,168,66,26,102,40.7,166
12951148,female,22,164,62,27,112,40.9,179
15273855,male,24,195,97,9,83,39.3,23
13740671,male,23,175,75,2,77,38.8,2
10596182,female,26,176,73,24,104,40.5,137
10816155,male,65,169,77,2,76,38.4,6
10888484,female,20,170,59,6,83,39.3,21
17230828,male,24,194,87,12,89,40.2,39
11754581,male,44,189,88,13,94,40.0,65
16203244,male,28,179,75,17,100,40.3,83
13783030,male,32,177,83,30,105,41.1,180
17738955,male,48,187,86,27,106,41.1,189
16983053,female,24,193,83,5,82,38.7,16
16065360,male,28,194,95,29,106,40.8,180
11872640,male,30,189,97,20,100,40.3,109
14586335,male,39,171,77,16,103,40.4,94
16507298,male,54,178,85,3,74,38.3,7
18400734,male,20,198,102,10,89,39.5,34
13981425,male,44,195,103,2,89,38.2,9
19426737,female,22,170,70,27,107,40.5,162
13750554,female,48,157,62,1,80,37.7,4
14839482,male,68,186,98,28,105,41.1,226
13852531,female,28,165,58,5,83,38.8,18
10679668,female,21,159,51,9,84,39.9,34
16457287,female,44,164,63,24,105,40.7,150
11664684,male,50,186,93,17,99,40.5,105
18052842,male,64,185,88,4,88,39.1,20
17528796,male,59,189,96,2,84,38.5,9
16192679,female,77,154,61,8,88,39.4,40
11123367,female,20,167,67,3,84,38.6,11
14584962,male,62,200,111,19,101,40.4,141
13231909,female,77,177,80,16,98,40.6,94
13250895,female,23,168,61,8,90,39.6,35
11852986,female,22,153,56,7,92,39.5,32
14591550,female,69,169,67,15,90,40.2,76
18823603,male,54,167,66,2,84,38.1,7
15811479,female,23,167,69,23,100,40.8,121
13871878,male,29,178,81,23,101,40.8,120
13584547,male,30,171,72,18,101,40.5,91
14797785,male,24,193,89,10,95,39.7,42
19352432,male,73,178,80,10,92,40.1,60
12679166,female,62,171,66,23,103,40.4,145
16555618,male,37,192,89,17,105,40.3,108
11865813,male,39,191,93,21,97,40.5,112
17927309,male,55,175,81,20,106,40.9,144
10422376,female,35,148,50,28,103,40.7,170
19604437,female,61,152,56,27,95,40.7,151
12395971,male,47,194,98,19,102,40.5,125
12005008,male,56,190,91,12,86,39.9,54
19094232,male,52,203,102,5,82,38.9,20
18284780,female,34,135,41,14,92,40.2,70
16566416,female,53,175,75,13,90,40.2,60
18830883,female,35,182,77,17,93,40.0,79
18866947,female,57,172,70,13,84,40.2,54
16229422,female,60,161,63,3,89,38.3,14
18840106,female,55,164,59,10,86,39.9,45
12021778,female,54,161,64,21,95,40.7,112
12083737,female,21,173,69,22,106,40.3,129
14009458,female,53,167,61,9,84,39.5,38
12658410,male,52,203,100,4,85,38.9,17
17670701,male,65,176,82,15,97,40.1,95
12573938,male,31,186,91,14,96,40.1,67
11715588,female,27,155,53,22,108,40.6,141
19368751,male,25,175,75,9,86,39.7,24
18718114,male,44,181,84,30,114,40.9,239
17751186,female,36,164,61,28,113,41.1,196
10920375,male,29,178,83,28,104,40.8,160
18015959,male,25,197,93,22,99,40.4,109
16088337,female,39,159,59,5,88,39.3,22
11340230,female,30,157,48,4,79,38.7,14
17423465,female,26,168,66,16,102,40.2,89
16956783,female,50,163,60,19,100,40.7,112
12547620,male,27,175,79,16,93,40.1,62
11974143,female,73,164,68,17,92,40.2,90
12950584,female,43,164,59,28,114,40.9,203
18408381,male,32,178,78,16,96,40.2,73
14234232,female,30,162,57,15,88,40.3,64
15356825,male,21,195,100,19,103,40.5,105
15775857,male,24,181,78,2,77,38.2,3
13096746,female,22,165,58,25,99,40.7,132
13315062,female,56,177,78,27,107,40.9,175
14179764,female,59,168,67,13,89,39.8,62
17406210,female,27,144,48,3,86,38.8,12
12890276,female,43,175,72,23,100,40.7,128
18602389,male,50,196,101,5,86,39.3,22
12859498,female,21,182,79,27,110,40.7,167
13073285,male,65,179,80,6,91,39.5,32
17430067,male,29,183,78,22,93,40.6,87
17341420,female,68,151,58,2,75,38.0,7
10602108,male,28,194,86,18,93,40.3,73
10044030,male,76,187,92,22,104,40.6,180
18668213,female,21,166,62,26,108,40.9,161
17268267,male,43,178,78,16,94,40.1,76
17968647,male,59,142,54,15,99,40.2,87
19662487,male,59,193,94,24,101,40.8,166
16300147,male,30,184,81,14,95,40.2,61
15504408,female,70,174,72,16,85,40.6,71
14775199,female,79,178,80,25,104,40.5,163
16865890,female,34,173,71,14,96,40.2,70
10750772,female,23,173,72,18,94,40.0,83
12678807,male,21,198,94,24,104,40.8,133
18708916,male,32,167,66,5,83,39.3,12
17640621,male,49,201,105,21,102,40.7,144
19827818,male,65,193,96,16,87,40.4,83
13278328,male,27,184,79,21,99,40.6,100
14028213,female,27,163,59,26,107,40.7,162
10488774,female,67,173,73,1,88,38.0,5
11443141,male,27,175,74,13,102,40.1,66
14503273,female,62,153,59,23,104,41.0,150
11955633,male,44,201,102,10,88,39.8,44
10955840,female,60,177,81,8,85,39.7,33
19457200,male,54,186,88,7,92,39.7,36
14309852,female,27,176,69,6,82,39.2,21
11850069,male,22,177,79,16,91,40.4,53
12940396,male,58,185,83,2,84,38.5,8
11781838,female,30,152,51,24,101,40.7,138
19454464,male,27,190,98,24,105,40.0,146
14365768,female,30,165,65,16,101,40.3,89
14937430,male,24,168,69,10,103,40.0,50
11638755,female,23,173,65,15,98,40.2,77
19241743,female,21,140,48,27,106,40.6,166
13306036,male,33,190,91,2,84,37.8,6
14020388,male,29,190,90,2,88,38.6,7
11432055,male,26,178,80,28,105,40.6,158
14278095,female,35,169,67,4,83,38.6,15
12262135,female,49,156,55,11,96,39.8,60
16170080,female,21,169,60,5,84,39.2,18
15363879,female,33,159,60,20,94,40.5,99
17674675,male,22,175,75,15,97,40.3,62
13307079,female,66,149,55,25,99,40.2,153
14083621,female,65,186,79,7,77,39.2,24
13397390,female,20,164,58,5,87,38.5,20
19021774,male,26,187,89,13,89,40.1,45
14819468,female,25,165,62,3,75,38.4,8
15949814,female,58,162,60,21,106,40.8,140
10913237,male,59,182,84,11,97,39.9,67
11543359,female,25,153,50,9,89,39.8,40
10022050,male,57,195,93,24,106,40.7,182
19380788,female,63,171,68,7,84,39.8,30
13056465,male,25,179,81,16,98,40.3,73
13989906,male,29,182,80,9,93,39.5,36
19249358,male,29,188,89,29,111,40.8,200
19763973,female,33,160,62,3,83,38.6,11
15530612,female,60,161,62,17,93,40.5,90
18516735,male,21,193,89,14,96,39.7,59
11950780,male,36,174,72,9,87,39.8,29
15865582,female,29,178,68,5,77,39.2,15
13569222,male,65,168,71,17,99,40.2,109
12393367,female,35,184,79,21,102,40.4,117
18145874,female,25,168,64,12,88,40.0,49
18150920,male,23,179,80,29,101,41.0,142
13809841,female,46,172,72,20,101,40.4,115
12348988,female,43,167,63,9,94,39.6,46
14781112,female,30,164,61,12,94,39.9,58
19060153,male,26,198,100,26,106,40.9,162
11267173,male,78,179,84,30,110,40.8,270
13943410,male,26,194,94,8,84,39.3,22
18273071,female,73,160,58,13,102,40.1,85
14594913,male,26,197,101,16,93,40.5,69
17220443,female,29,140,40,16,101,40.0,94
17557738,male,41,194,100,19,102,40.4,121
14062952,male,21,187,86,23,96,41.0,96
17994980,male,40,192,98,4,93,39.1,20
13123941,male,52,186,93,6,90,39.4,30
11027066,male,31,176,80,11,81,39.7,25
12713127,female,47,172,75,10,82,39.8,37
15312577,female,29,168,61,14,87,40.4,57
19541585,female,57,164,66,22,92,40.5,111
18081522,female,30,150,49,18,99,40.8,100
18136071,male,29,159,67,16,97,40.0,69
11463311,male,69,170,76,9,88,39.6,46
